path	pred
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1842.wav	và khi mà lớn lên như thế thì à
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1843.wav	chúng mình có rất nhiều những nỗi sợ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1844.wav	và trong ba cái nỗi sợ nhiều nhất mà chúng mình sẽ phải trải qua đó chính là nỗi sợ về
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1845.wav	bản thân mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1846.wav	thì nếu như các bạn nào mà theo dõi tun đủ lâu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1847.wav	thì sẽ biết là từ bé đến lớn thì mình có một cái ngoại hình mà nó không được đẹp cho lắm
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1848.wav	và nó làm cho mình có một cái sự ám ảnh kéo dài từ bé đến lúc mà mình lớn lên
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1849.wav	và khi học cấp một thì lúc đấy béo quá rồi học dốt quá các bạn ở trường ở lớp vẫn hay gọi mình con lợn nái ấy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1850.wav	bởi vì là mình mập quá nhưng mà không thể nào mà trách các bạn được bởi vì là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1851.wav	mọi người đều là trẻ con và các bạn thấy mình mập thì các bạn mình là con lợn thì cũng đúng thôi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1852.wav	sau đó thì mình lên cấp hai cái giai đoạn đấy thì
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1853.wav	một cái nỗi sợ nó cũng ám ảnh mình không kém đó chính là mình là một đứa học rất là dốt
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1854.wav	với ngoại hình xấu này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1855.wav	học lực kém này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1856.wav	và có một cái mà nó cứ đi theo mình suốt một cái quãng thời gian mà rất là lâu đó chính là mình luôn luôn nghĩ mình là một đứa rất là vô dụng bất tài vô dụng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1857.wav	thực ra là không phải là mình nghĩ như thế một mình mình đâu mà bởi vì là môi trường xã hội xung quanh họ công tác động đến mình khá nhiều chê mình rồi chửi mình rồi thì tất cả mọi thứ nó tác động đến mình rất là lớn và mình bị ám ảnh là mình là một đứa vô dụng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1858.wav	cho đến cái năm mà mình học lớp tám
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1859.wav	cái giai đoạn đấy là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1860.wav	mình bắt đầu là được gia đình cho đi chùa thế là mình đọc được những ngôi chùa nó có những cái ở bên ngoài về luật nhân quả các thứ đấy xong rồi mình đọc đi chùa nào mình cũng đọc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1861.wav	thì bắt đầu là từ lúc đấy là mình bắt đầu có cái sự thay đổi suy nghĩ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1862.wav	mình bảo là thôi thế bây giờ là mình phải khác rồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1863.wav	nếu như mà mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1864.wav	cứ lúc nào cũng sợ lúc nào cũng rụt rè như thế rồi lúc nào cũng mang cho mình một cái nỗi sợ lớn như thế thì mình sẽ trở thành một đứa bất tài vô dụng thật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1865.wav	trở thành một cái đứa mà đúng như mọi người nói về mình thật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1866.wav	và cái nỗi sợ thứ hai thì nó sẽ đến từ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1867.wav	gia đình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1868.wav	thì ờ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1869.wav	gia đình mình thì mình cũng tự tin là mình được sinh ra và lớn lên cho một cái gia đình à
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1870.wav	rất là hạnh phúc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1871.wav	bố mẹ mình yêu thương nhau và gần như là không bao giờ đánh nhau cả
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1872.wav	nhưng mà có một cái mà
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1873.wav	mình nghĩ nó cũng là thế mạnh cho mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1874.wav	nhưng mà nó cũng là một cái điểm yếu rất lớn thanh thản
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1875.wav	gia đình mình không có điều kiện
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1876.wav	cái này là phải chia sẻ thật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1877.wav	bởi vì mọi người phải biết là khi mà một đứa trẻ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1878.wav	nó mà được sinh ra và lớn lên trong một cái gia đình không có điều kiện thì
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1879.wav	nó sẽ mang cho mình một cái sự tự ti rất là lớn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1880.wav	với thế giới bên ngoài
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1881.wav	cụ thể là
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1882.wav	và cái năm mà mình học cấp hai
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1883.wav	từ cấp một đến cấp hai
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1884.wav	thì gần như là mình không bao giờ được đi du lịch cả
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1885.wav	hồi xưa cái lúc mà mỗi khi mà được nghỉ hè xong á
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1886.wav	thì các bạn ở lớp du rất hay kiểu tụm năm tụm ba vào để
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1887.wav	nói về những cái lúc mà các bạn được đi du lịch rồi bạn được đi nha trang đà nẵng các thứ thì mình ngồi nghe cùng mình cũng kiểu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1888.wav	ừ ừ ừ sướng nhờ đi nha trang thích nhờ tức là mình nói với mọi người thế để mọi người tưởng là mình cũng được đi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/1889.wav	cho nên là nghe những cái bạn mà các bạn đi du lịch rồi các bạn đi đâu đó được mua đồ này kia là mình rất là hâm mộ bởi vì bạn có điều kiện nhà mình không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2230.wav	ngày hôm nay của cậu có ổn không
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2231.wav	sẽ có những lúc cậu chẳng muốn đáp lại câu hỏi này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2232.wav	nhưng mình vẫn sẽ hỏi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2233.wav	đến khi nào cậu cảm thấy ổn thật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2234.wav	hài hai xin chào chúng mình là vì sao thế nhỉ và chào mừng các cậu đã đến với chuỗi podcast thường bắt đầu bằng những câu hỏi vì sao dựa trên phương pháp first principal thinking tư duy nguyên bản từ đó mang lại cho cậu những góc nhìn đa chiều về nhiều vấn đề khác nhau trong cuộc sống và để có một tinh thần sống thực sự
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2235.wav	cùng chúng mình đến với tập podcast số này nhé
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2236.wav	có câu nói nào đã từng khiến cậu vỡ vụn chưa
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2237.wav	người mẹ chỉ tay thẳng vào đứa con gái đang ra sức thuyết phục bà cho cô theo đuổi ngành học
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2238.wav	cô vốn ao ước
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2239.wav	câm miệng mày chẳng có ai cái gì không làm được gì lên hồn thì không có quyền được lên tiếng trong cái nhà này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2240.wav	nghe xong cô chỉ biết khóc
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2241.wav	đúng thật
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2242.wav	cô là đứa vô dụng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2243.wav	từ bé đến giờ vẫn luôn như thế
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2244.wav	động vào thứ gì là hỏng thứ đó dù cô đã cố gắng làm rất cẩn thận
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2245.wav	vụng về hậu đậu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2246.wav	chẳng có chút khoa tay khéo léo nào mẹ vẫn luôn gọi cô là đồ bỏ đi cô tin rằng mình là đống phế liệu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2247.wav	thầy giáo lắc đầu ngao ngán rồi mắng đứa học sinh đang gãi đầu gãi tai trên bảng rằng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2248.wav	cậu này cứ như kiểu bị thiểu năng trí tuệ ấy nhỉ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2249.wav	tư duy quá kém so với các bạn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2250.wav	như thế này thì cậu sẽ không thể đỗ được cấp ba và chẳng có tương lai đâu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2251.wav	dưới lớp có tiếng cười phá lên
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2252.wav	ở một góc nào đó có tiếng xì xào
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2253.wav	cậu đứng đó một mình mắt nhìn xuống sàn nhà đầu không dám ngẩng lên một đời người dài như thế nhưng cậu chẳng nhìn thấy hướng đi nào
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2254.wav	thôi coi như là tôi không có đứa con này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2255.wav	kèm sau đó là tiếng thở dài bất lực
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2256.wav	thằng con trai đích tôn của cả dòng họ đứng ngoài cửa lén nghe được cuộc trò chuyện giữa ba mẹ nó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2257.wav	từ lúc biết nó bị thế
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2258.wav	từ khi nó bắt đầu ăn mặc như một đứa con gái
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2259.wav	ba đã không nhìn thẳng vào mắt nó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2260.wav	ba né tránh nó bảo nó bị bệnh bị bệnh thì cần phải chữa cho khỏi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2261.wav	chữa cho thành bình thường ba muốn nó sống như một người bình thường
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2262.wav	đôi khi từ bình thường vốn nghe chẳng có gì to tát
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2263.wav	nhưng lại làm cho một con người vỡ vụn ra thành từng mảnh
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2264.wav	ngày hôm đó lòng cô nặng trĩu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2265.wav	em nhìn lại em xem em giống hệt mẹ em em nói rằng em ghét cái tính bảo thủ của mẹ em nhưng em cũng không khác gì bà ấy cả càng ngày em càng làm cho anh cảm thấy căng thẳng công việc áp lực đã đủ lắm rồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2266.wav	cô chẳng thể hiểu được yêu thương thật sự là gì vậy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2267.wav	sao những kẻ mang danh người yêu lại có thể nói ra những lời cay đắng đến thế
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2268.wav	từ trước đến giờ cô cứ tưởng rằng hai người đang yêu nhau lại chia tay thì ít nhất cũng phải vì xảy ra một chuyện lớn nào đó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2269.wav	chẳng hạn như có người thứ ba
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2270.wav	chẳng hạn như bị bệnh không thể nào chữa được nữa
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2271.wav	nhưng thực ra thì chỉ cần bất cần bất an bất đồng mệt mỏi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2272.wav	là đủ để hai từng yêu nhau
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2273.wav	thành người dưng rồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2274.wav	vì một câu nói một con tim đầy vết xước có thể lành lại
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2275.wav	nhưng cũng vì một câu nói nó ngừng đập
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2276.wav	lời nói sắc như dao chọn đúng sẽ chữa lành
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2277.wav	sai sẽ thương tổn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2279.wav	từ ngữ giống như bùa mê người gieo bùa mê được ví như phù thủy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2280.wav	con người đều là phụ thủy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2281.wav	chúng ta hoàn toàn có thể ém bùa lên người khác
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2282.wav	rãi bùa cho họ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2283.wav	khác với bạo lực thì
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2284.wav	bạo lực bằng lời nói không để lại những vết thương ngoài da
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2285.wav	không in hằn lên da thịt như những vết sẹo lồi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2286.wav	nhưng nó vẫn âm ỉ trong tim
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2287.wav	chầm chậm đi vào trong trái tim ông thành cây non hoa trái nếu đó là những lời yêu thương nhưng cũng có thể
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2290.wav	người nói ra có thể chẳng còn nhớ nhưng từng câu từng từ lại ghim chặt vào trái tim của người nghe khiến mỗi khi nhớ về nó vết thương trong lòng họ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2291.wav	thậm chí là có những người còn không thể chữa lành được những vết thương ấy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2292.wav	lặng lẽ ôm chúng vào lòng rồi rời đi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2293.wav	điều đáng buồn nhất là con người lại thường xuyên buông những lời vô tình với người thân
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2294.wav	những người quan tâm chúng ta nhiều hơn là với người ngoài
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2295.wav	mẹ mắng nhiếc đứa bé
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2296.wav	con trẻ cay nghiệt với cha mẹ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2297.wav	bạn bè mỉa mai nhau anh chị em trong nhà tỏ ra thái độ khinh miệt
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2298.wav	con người rất giỏi trong việc đặt mình vào vị trí của người xa lạ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2299.wav	dễ dàng tha thứ và tỏ ra thấu hiểu họ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2300.wav	nhưng với những người thân yêu của mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2301.wav	lại buông ra những lời cay đắng cha mẹ dùng ngôn ngữ sát thương giết chết
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2303.wav	nhưng lại luôn mong con thành công
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2304.wav	bạn bè buông mấy câu miệt thị ngoại hình nhưng lại phủi tay nói đùa một chút thôi đừng để ý
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2305.wav	đó chính là nghịch lý
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2306.wav	bạo hành bằng lời nói có thể khó xác định
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2307.wav	kẻ bạo hành có thể làm tổn thương lòng tin
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2308.wav	đồng thời cũng có thể tỏ ra quan tâm sâu sắc đến cậu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2309.wav	có thể ba mẹ thầy cô bạn bè người yêu trong những trường hợp ở đầu podcast
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2310.wav	không cố ý muốn dùng lời nói để làm đau cậu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2311.wav	có thể người mẹ cũng đã phải chịu đựng những tổn thương thời thơ ấu nhưng bà đã không nhận ra bà đang vô tình phóng chiếu nó lên đứa con của mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2312.wav	có thể người thầy cũng chỉ đang quá bất lực và không biết nói ra sao để vực dậy tinh thần cho cậu học sinh
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2313.wav	có thể người ba chỉ đang lo sợ về tai tiếng dị nghị từ bên ngoài chứ bản thân ông ấy vẫn rất yêu đứa con trai của mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2314.wav	có thể anh người yêu bị áp lực công việc quá lớn chưa kiểm soát được cảm xúc mà lại đỡ to tiếng với cô gái
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2315.wav	có vô vàng những lý do cho những hành động tồi tệ ấy
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2316.wav	nhưng vì sao
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2317.wav	kẻ bị tổn thương lại đi làm tổn thương thêm những người khác
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2318.wav	người nói những lời gây tổn thương có thể vô tình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2319.wav	hoặc cố ý
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2320.wav	nhưng hầu như đều không thể hiểu được những tổn thương tâm lý bên trong của nạn nhân
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2321.wav	còn nạn nhân thì cho rằng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2322.wav	họ đã quá nhạy cảm quá yếu đuối hoặc cố tình làm trầm trọng hóa vấn đề
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2323.wav	thậm chí là còn có một số trường hợp bản thân nạn nhân cũng không biết rõ mình đang bị ngược đãi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2324.wav	nếu họ lặp lại những hành động tồi tệ ấy với tần suất nhiều hơn leo thang căng thẳng sang cả bạo lực thể chất thì bản thân cậu nên có những kiến thức để tự bảo vệ mình và cũng là để không làm tổn thương người khác
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2326.wav	thứ nhất là bị lấy ra làm trò đùa bị đặt biệt danh xấu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2327.wav	kẻ bạo hành viện cớ rằng họ có tính hài hước để xoáy sâu và điểm yếu của nạn nhân gọi nạn nhân bằng những cái tên khiến cho họ cảm thấy ngại ngùng tự ti nhưng lại được ngụy trang theo cách nghe vui mà nghe dễ thương mà mình không có ý gì đâu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2328.wav	kiểu dạng thứ hai đó chính là bác bỏ cảm xúc nhận thức và hành vi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2329.wav	kẻ ngược đãi thường xuyên phủ nhận suy nghĩ và phớt lờ cảm xúc của nạn nhân
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2330.wav	họ nói rằng nạn nhân đang nhạy cảm quá mức và đang làm trầm trọng sự việc lên dạng thứ ba đó chính là đổ lỗi và buộc tội
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2331.wav	kẻ ngược đãi sẽ thường sử dụng những lời nói nhằm mục đích buộc tội một ai đó với những tình huống vô lý hoặc ngoài ý muốn nạn nhân sẽ bị trút giận một cách vô lý bị mắng mỏ khi không làm đúng kẻ bạo hành chỉ vì những kích động thất vọng tức giận từ chính bạo hành nghĩ ra dạng tiếp theo đó chính là mỉa mai kẻ bạo hành luôn tìm cách khiến cho nạn nhân cảm thấy ngượng ngùng và xấu hổ mặc dù nghe có vẻ như đang khen tâng bốc nhưng lại là một cách chọc ngoáy và bởn cợt
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2333.wav	không có gì sai với những lời chỉ trích mang tính xây dựng tuy nhiên những kẻ dùng bạo lực lời nói sẽ luôn có xu hướng chỉ trích và bới móc ra lỗi lầm của nạn nhân nhằm làm cho nạn nhân cảm thấy tồi tệ vô dụng họ sử dụng sự sỉ nhục và xấu hổ để hạ thấp và ăn mòn đi sự tự tin của nạn nhân
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2334.wav	tiếp theo đó chính là cô lập
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2335.wav	họ từ chối nói chuyện cố tình lãng quên nạn nhân trong khi cả hai đang giao tiếp thậm chí là kể cả khi ở cùng phòng với nạn nhân họ cũng khiến nạn nhân cảm nhận được sự im lặng và cô độc đáng sợ đang tra tấn tâm hồn cuối cùng là dạng thức đe dọa và thường xuyên lớn tiếng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2336.wav	kẻ ngược đãi có xu hướng la hét nói chuyện lớn tiếng hoặc sử dụng những từ ngữ lời nói không lịch sự thô lỗ để lấn át nạn nhân
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2337.wav	vậy nếu là nạn nhân của bạo lực ngôn từ thì sao ta phải làm gì để vượt qua bóng ma tâm lý này
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2338.wav	trong thỏa ước từ cuốn sách cùng tên mình kể phía trên thỏa ước số hai chính là câu trả lời
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2339.wav	không cho phép bản thân bị ảnh hưởng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2340.wav	bản thân nạn nhân cần phải nhận thức được rằng họ đang phải chịu bạo lực bằng lời nói
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2341.wav	và sau đó họ sẽ hình thành cách tiếp cận hợp lý cho những hành vi bạo lực của người khác
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2342.wav	đầu tiên là hãy đặt ra ranh giới
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2343.wav	hãy nói cho đối phương biết rằng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2344.wav	tôi sẽ không nói chuyện với họ khi họ đang xúc phạm la mắng đe dọa hay hạ thấp cậu
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2345.wav	trong trường hợp họ nói rằng họ chỉ đang đùa thôi thì cậu hãy mạnh mẽ đáp trả lại họ rằng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2346.wav	không thích trò đùa đó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2347.wav	nếu như ranh giới mà cậu đặt ra đã bị vượt quá thì hãy ngừng giao tiếp và rời đi kể cả lúc đó cậu có đang ở nhà đi chăng nữa
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2348.wav	nên nhớ hãy chỉ trở lại nhà nếu cậu cảm thấy an toàn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2349.wav	ra khỏi nhà chính là một giải pháp hợp lý nếu có thành viên khác trong gia đình đang nổi giận và cần bình tĩnh
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2350.wav	lúc này hãy rời đi khoảng vài giờ và quay lại khi bản thân cảm thấy sẵn sàng
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2351.wav	trường hợp người bạo hành có xu hướng tiếp tục tức giận thậm chí leo thang thành bạo lực thể chất thì hãy tránh xa nếu có trẻ em hay những người dễ bị tổn thương khác trong nhà thì cậu cũng nên dẫn họ theo trường hợp cậu ngẫu nhiên bị bạo hành lời nói bởi một người xa lạ
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2352.wav	cách tốt nhất chính là đề nghị đối phương chấm dứt lời nói làm tổn thương
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2353.wav	sự im lặng và chịu đựng của cậu có thể khiến cho kẻ bảo hành lấn lướt và có những lời nói cực đoan hơn vì vậy việc đầu tiên cần làm chính là thể hiện thái độ nghiêm túc và yêu cầu đối phương dừng ngay những lời nói gây tổn thương đó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2354.wav	thái độ của cậu kẻ bạo hành có thể tỏ vẻ không quan tâm tuy nhiên thay vì tranh cãi không nên lặp lại lời nói của mình rằng những lời bạn nói chẳng hề có tính xây dựng nó chỉ mang đến những cảm xúc tiêu cực cho tôi chúng ta nên chấm dứt cuộc trò chuyện ở đây và rời khỏi bạo hành để hạn chế xung đột tiếp theo đó là ta cũng nên gần học cách phớt lờ đi những lời nhận xét tiêu cực cuộc sống không phải lúc nào cũng xảy ra như ý muốn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2355.wav	thay vì chăm chăm vào những lời nói mỉa mai hay chì chiết
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2356.wav	ta nên tập trung vào chính mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2357.wav	tập trung vào cảm xúc của mình
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2358.wav	mỗi cảm xúc chỉ kéo dài trong vòng sáu giây nếu lâu hơn giây thì có thể là bản thân cậu đang chọn kéo dài cảm xúc đó
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2359.wav	và chúng sẽ trở thành cảm giác và hiện diện lâu hơn
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2360.wav	điều đó có nghĩa là khi đối mặt với những lời nói gây tổn thương mong cậu hãy dừng lại để quan sát chính mình một chút
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2361.wav	cậu sẽ tức giận đau khổ ra sao trong sáu giây đầu tiên nhưng sau đó hãy thử nhìn sâu hơn rằng những người đang nói ra những lời lẽ tiêu cực kia thật đáng thương đến mức nào
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2362.wav	họ đang tự leo đi những năng lượng tiêu cực và họ chắc chắn sẽ nhận về chính những gì họ đã truyền đi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2363.wav	suy cho cùng là họ đang tự hại họ mà thôi
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2364.wav	việc của cậu bây giờ chính là cố gắng học tập
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2365.wav	làm việc để khẳng định bản thân
/bigdata/voice_recognition/trind18/datasets/asr/yb/segments/2366.wav	người ngoài vốn chẳng nhìn vào quá trình cậu đã nỗ lực ra sao họ chỉ nhìn vào kết quả cuối cùng mà cậu đạt được khoảng thời gian này sẽ thực sự khó khăn nhưng đừng để mình bị tổn thương vì những điều tầm thường và không xứng đáng
